,segment_id,wellbore_chev_no_id,area_id,formation_id,bit_model_id,drillbit_size,min_depth,max_depth,rate_of_penetration,surface_weight_on_bit,surface_rpm
71,798,0,0,81,1,12.25,23940.0,23969.5,50.19253972,12.42304866,150.58533380000003
72,799,0,0,81,1,12.25,23970.0,23999.5,60.771116000000006,20.42656301,150.6211675
73,800,0,0,81,1,12.25,24000.0,24029.5,62.09781202,20.16421288,150.5798342
74,801,0,0,81,1,12.25,24030.0,24059.5,62.02544835,22.13110345,150.60816619999997
75,802,0,0,81,1,12.25,24060.0,24089.5,57.64223361,21.73010606,149.7369496
76,803,0,0,81,1,12.25,24090.0,24119.5,62.31779817,23.42779067,149.1644992
77,804,0,0,81,1,12.25,24120.0,24149.5,62.25322463,24.93317957,149.1741656
78,805,0,0,81,1,12.25,24150.0,24179.5,61.97749151,25.83817685,149.1616666
79,806,0,0,81,1,12.25,24180.0,24209.5,57.04624166,28.50687232,149.2959999
80,807,0,0,81,1,12.25,24210.0,24239.5,61.07909187,18.97261446,150.16750009999998
81,808,0,0,81,1,12.25,24240.0,24269.5,62.27735494,22.69401811,150.167333
82,809,0,0,81,1,12.25,24270.0,24299.5,62.07260844,21.61816206,150.1426659
83,810,0,0,81,1,12.25,24300.0,24329.5,62.01992137,24.35189346,150.1295003
84,811,0,0,81,1,12.25,24330.0,24359.5,57.38670012,22.33172517,150.10983280000002
85,812,0,0,90,1,12.25,24360.0,24389.5,59.38821824,22.94607892,150.1401665
86,813,0,0,90,1,12.25,24390.0,24419.5,62.22859402,20.92223678,150.1954994
87,814,0,0,89,1,12.25,24420.0,24449.5,61.17412357,27.28293943,150.2021657
88,815,0,0,89,1,12.25,24450.0,24479.5,58.32953097,29.54341318,150.15616630000002
89,816,0,0,92,1,12.25,24480.0,24509.5,59.25802625,14.60121571,149.9133321
90,817,0,0,92,1,12.25,24510.0,24539.5,61.5859333,15.86997598,149.9716667
91,818,0,0,91,1,12.25,24540.0,24569.5,61.42844156,25.12681896,149.9464989
92,819,0,0,91,1,12.25,24570.0,24599.5,60.54298606,23.90627423,150.2288881
93,820,0,0,91,1,12.25,24600.0,24629.5,58.80316652,23.91684844,150.22833280000003
94,821,0,0,91,1,12.25,24630.0,24659.5,61.57042217,24.25195109,150.16566699999998
95,822,0,0,91,1,12.25,24660.0,24689.5,61.52200546,27.00956605,150.1376656
96,823,0,0,91,1,12.25,24690.0,24719.5,61.34315319,32.44984029,150.1773326
97,824,0,0,91,1,12.25,24720.0,24749.5,58.89352697,28.95147147,150.4298345
98,825,0,0,91,1,12.25,24750.0,24779.5,62.93360933,21.98229211,150.9994993
99,826,0,0,91,1,12.25,24780.0,24809.5,59.90338421,26.02079388,150.9839996
100,827,0,0,91,1,12.25,24810.0,24820.5,61.47154184,26.73104832,150.9963622
101,833,1,0,28,4,12.25,25002.0,25019.75,29.59763879,36.40069434,129.5972222
102,834,1,0,29,4,12.25,25020.0,25049.75,38.05233332,42.80541674,136.08333330000002
103,835,1,0,29,4,12.25,25050.0,25079.75,54.68361334,46.94638645,155.25210080000002
104,836,1,0,58,4,12.25,25080.0,25109.75,50.37491651,42.13241673,154.425
105,837,1,0,56,4,12.25,25110.0,25139.75,58.92475017,45.44258334,155.3416667
106,838,1,0,56,4,12.25,25140.0,25169.75,55.88500004,44.08600006,155.375
107,839,1,0,30,4,12.25,25170.0,25199.75,59.348333200000006,45.00408332,155.3583333
108,840,1,0,30,4,12.25,25200.0,25229.75,43.20966384,39.98823512,153.74789919999998
109,841,1,0,30,4,12.25,25230.0,25259.75,58.45375004,46.95608339,154.0
110,842,1,0,62,4,12.25,25260.0,25289.75,58.66250003,46.9815836,154.0
111,843,1,0,59,4,12.25,25290.0,25319.75,58.7365003,47.02925005,145.94166669999998
112,844,1,0,65,4,12.25,25320.0,25349.75,47.59394966,43.47378155,142.83193280000003
113,845,1,0,65,4,12.25,25350.0,25379.75,58.81175013,46.8054999,147.91666669999998
114,846,1,0,63,4,12.25,25380.0,25409.75,61.24325008,44.75608327,148.0
115,847,1,0,63,4,12.25,25410.0,25439.75,59.56050008,45.98458344,148.0
116,848,1,0,63,4,12.25,25440.0,25469.75,56.51747904,46.21428571,148.4705882
117,849,1,0,63,4,12.25,25470.0,25499.75,58.00422676,45.43329884,150.0
118,850,1,0,63,2,10.625,25500.0,25529.75,59.57731089999999,48.19865544,149.6218487
119,851,1,0,63,2,10.625,25530.0,25559.75,57.95158342,50.17383318,150.0
120,852,1,0,63,2,10.625,25560.0,25589.75,63.73341691,48.39000003,150.0
121,853,1,0,63,2,10.625,25590.0,25619.75,55.17840333,47.09722689,148.9915966
122,854,1,0,63,2,10.625,25620.0,25649.75,66.63600028,51.63399992,150.0
123,855,1,0,63,2,10.625,25650.0,25679.75,64.29450045,52.06900002,146.7166667
124,856,1,0,63,2,10.625,25680.0,25709.75,47.94233324,48.32233332,146.8916667
125,857,1,0,63,2,10.625,25710.0,25739.75,55.04756293,45.53857146,143.487395
126,858,1,0,63,2,10.625,25740.0,25769.75,51.89375013,38.35408334,147.6583333
127,859,1,0,63,2,10.625,25770.0,25799.75,46.91016658,34.33491648,134.9666667
128,860,1,0,63,2,10.625,25800.0,25829.75,63.78991667,41.72183326,156.08333330000002
129,861,1,0,33,2,10.625,25830.0,25859.75,65.62700017,47.12249988,159.7833333
130,862,1,0,33,2,10.625,25860.0,25889.75,74.98216667,46.14924987,157.94166669999998
131,863,1,0,33,2,10.625,25890.0,25919.75,64.69449991,49.81900037,161.0
132,864,1,0,33,2,10.625,25920.0,25949.75,62.44516673,46.65391668,161.0
133,865,1,0,33,2,10.625,25950.0,25979.75,56.88957972,42.32336134,153.3613445
134,866,1,0,33,2,10.625,25980.0,26009.75,75.10733331,43.43391666,161.0
135,867,1,0,33,2,10.625,26010.0,26039.75,71.44183346,43.24441675,159.4083333
136,868,1,0,33,2,10.625,26040.0,26069.75,70.19150006,41.86966674,159.83333330000002
137,869,1,0,34,2,10.625,26070.0,26099.75,53.37226887,44.93159671,152.1932773
138,870,1,0,34,2,10.625,26100.0,26129.75,47.98228807,43.16262709,139.5932203
139,871,1,0,34,2,10.625,26130.0,26159.75,45.12858343,41.59458335,140.0
140,872,1,0,71,2,10.625,26160.0,26189.75,42.46025006,41.4825833,140.0
141,873,1,0,69,2,10.625,26190.0,26219.75,42.97016662,44.80033328,140.0
142,874,1,0,68,2,10.625,26220.0,26249.75,43.57581186,36.90897425,139.84615380000002
143,875,1,0,67,2,10.625,26250.0,26279.75,48.47408355,35.71441676,140.0
144,876,1,0,67,2,10.625,26280.0,26309.75,47.77550859,36.73516945,139.30508469999998
145,877,1,0,67,2,10.625,26310.0,26339.75,49.17433348,35.63183343,152.69166669999998
146,878,1,0,67,2,10.625,26340.0,26369.75,42.45216676,37.68666665,160.19166669999998
147,879,1,0,67,2,10.625,26370.0,26399.75,39.97119656,39.54051297,158.21367519999998
148,880,1,0,75,2,10.625,26400.0,26429.75,42.37285701,40.15319312,158.4117647
149,881,1,0,74,2,10.625,26430.0,26459.75,43.35566651,44.85291675,147.66666669999998
150,882,1,0,74,2,10.625,26460.0,26489.75,41.9769749,49.48235286,130.8235294
151,883,1,0,73,2,10.625,26490.0,26519.75,40.80916683,50.666500299999996,137.2833333
152,884,1,0,77,2,10.625,26520.0,26549.75,39.04124993,48.86008333,142.65
153,885,1,0,76,2,10.625,26550.0,26579.75,42.87466666,52.57841667,145.0083333
154,886,1,0,76,2,10.625,26580.0,26609.75,41.54658314,50.15808312,141.69166669999998
155,887,1,0,76,2,10.625,26610.0,26639.75,33.12983194,51.48714294,137.69747900000002
156,888,1,0,76,2,10.625,26640.0,26669.75,36.69291668,53.74749997,138.2
157,889,1,0,76,2,10.625,26670.0,26699.75,38.77166656,53.74308335,140.0
158,890,1,0,76,2,10.625,26700.0,26729.75,39.29840325,50.31546221,141.6890756
159,891,1,0,76,2,10.625,26730.0,26759.75,40.72789923,48.19268914,136.6722689
160,892,1,0,76,2,10.625,26760.0,26789.75,45.55386542,54.1878991,154.487395
161,893,1,0,76,2,10.625,26790.0,26800.0,41.79975612,54.25731705,150.0
162,843,0,0,35,7,10.625,25307.0,25319.5,36.96179892,25.430324,89.31346189
163,844,0,0,35,7,10.625,25320.0,25349.0,22.95151677,33.48859874,91.59206903
164,845,0,0,35,7,10.625,25351.5,25379.5,28.396193,20.891407,96.21872753
165,846,0,0,35,7,10.625,25380.0,25409.5,35.48342152,17.95150879,107.9088328
166,847,0,0,35,7,10.625,25410.0,25439.5,34.70793047,17.17059054,120.20620690000001
167,848,0,0,35,7,10.625,25440.0,25469.5,37.36604335,23.36338083,106.8529409
168,849,0,0,35,7,10.625,25470.0,25482.0,45.02582092,24.44132816,139.9480002
169,869,0,0,35,5,10.625,26095.5,26099.5,37.93177414,11.01429615,80.06800079
170,870,0,0,35,5,10.625,26100.0,26129.5,40.68842897,25.353161399999998,106.0353335
171,871,0,0,35,5,10.625,26130.0,26159.5,35.90509238,16.53270153,132.7158922
172,872,0,0,35,5,10.625,26160.0,26189.5,48.91784881,14.79414004,122.7305086
173,873,0,0,90,5,10.625,26190.0,26219.5,33.73161939,15.55140885,114.16749979999999
174,874,0,0,90,5,10.625,26220.0,26249.5,34.24217005,12.88675531,109.9393332
175,875,0,0,89,5,10.625,26250.0,26279.5,30.85358025,19.77105697,102.0290003
176,876,0,0,89,5,10.625,26280.0,26309.5,29.94112654,21.4656772,109.17966640000002
177,877,0,0,89,5,10.625,26310.0,26339.5,35.240146100000004,26.7464831,110.7176668
178,878,0,0,92,5,10.625,26340.0,26369.5,37.51068872,33.95927286,133.8896674
179,879,0,0,92,5,10.625,26370.0,26399.5,36.8432711,38.74954923,150.41633380000002
180,880,0,0,92,5,10.625,26400.0,26429.5,53.47278004,30.64425565,148.55516709999998
181,881,0,0,94,5,10.625,26430.0,26459.5,48.19903485,30.59538695,150.86583330000002
182,882,0,0,94,5,10.625,26460.0,26489.5,46.60039635,37.61012793,151.0544993
183,883,0,0,94,5,10.625,26490.0,26519.5,34.48871527,42.95119387,151.0568347
184,884,0,0,94,5,10.625,26520.0,26549.5,40.01297537,39.06811816,151.0763329
185,885,0,0,94,5,10.625,26550.0,26579.5,48.88166307,34.92526528,151.0333336
186,886,0,0,94,5,10.625,26580.0,26609.5,38.42883304,33.31001085,138.44983290000002
187,887,0,0,94,5,10.625,26610.0,26639.5,37.60099923,32.56337922,133.6171659
188,888,0,0,94,5,10.625,26640.0,26669.5,41.19858227,39.028434399999995,150.5985016
189,889,0,0,94,5,10.625,26670.0,26699.5,39.28043289,25.17973105,135.3300001
190,890,0,0,94,5,10.625,26700.0,26729.5,44.52811419,25.95539145,127.87016650000001
191,891,0,0,94,5,10.625,26730.0,26759.5,33.87216492,28.66229979,120.57816670000001
192,892,0,0,94,5,10.625,26760.0,26789.5,40.24841506,24.30780325,120.5968338
193,893,0,0,94,5,10.625,26790.0,26819.5,41.15362854,25.01364929,128.53149969999998
194,894,0,0,94,5,10.625,26820.0,26849.5,53.54472186,26.16152274,150.3124997
195,895,0,0,94,5,10.625,26850.0,26879.5,53.51127739,29.16972987,150.2978322
196,896,0,0,94,5,10.625,26880.0,26909.5,45.85597512,40.50443033,150.3055
197,897,0,0,99,5,10.625,26910.0,26939.5,40.317314399999994,41.24848893,150.32766669999998
198,898,0,0,99,5,10.625,26940.0,26969.5,47.44454079,26.85304012,150.52383319999998
199,899,0,0,01,5,10.625,26970.0,26999.5,39.721726000000004,21.62992136,123.88716670000001
200,900,0,0,01,5,10.625,27000.0,27029.5,38.08542404,24.11746871,110.79833319999999
201,901,0,0,01,5,10.625,27030.0,27059.5,39.20545864,28.63694681,110.69400060000001
202,902,0,0,01,5,10.625,27060.0,27089.5,18.40085678,24.20932945,97.99666646
203,903,0,0,01,5,10.625,27090.0,27119.5,8.171449471,18.42550281,137.6356669
204,904,0,0,00,5,10.625,27120.0,27149.5,15.33297364,10.92329276,148.4541643
205,905,0,0,02,5,10.625,27150.0,27179.5,25.44269943,7.115421569,140.3989994
206,906,0,0,02,5,10.625,27180.0,27209.5,33.0565368,14.08129349,140.4373334
207,907,0,0,02,5,10.625,27210.0,27239.5,43.75238221,19.19050682,140.41716719999997
208,908,0,0,02,5,10.625,27240.0,27269.5,39.6157445,19.79898265,139.1688335
209,909,0,0,05,5,10.625,27270.0,27291.5,54.79244059,21.10475369,139.93909250000002
210,719,1,0,52,4,12.25,21582.5,21599.5,171.5645704,44.04171459,147.92228480000003
211,720,1,0,52,4,12.25,21600.0,21629.0,144.6438989,40.76237278,147.9581358
212,723,1,0,51,4,12.25,21693.0,21719.5,157.28648159999997,34.04981461,147.7887036
213,724,1,0,51,4,12.25,21720.0,21749.5,144.73483290000001,40.53233334,147.7509992
214,725,1,0,51,4,12.25,21750.0,21779.5,131.42700000000002,43.90233351,147.7113335
215,726,1,0,51,4,12.25,21780.0,21809.5,112.990834,43.82049993,147.8888326
216,727,1,0,51,4,12.25,21810.0,21839.5,97.67999942,35.49250002,147.88149919999998
217,728,1,0,51,4,12.25,21840.0,21869.5,160.6361671,36.02983338,147.7379995
218,729,1,0,51,4,12.25,21870.0,21899.5,163.7860001,43.42266687,147.6481667
219,730,1,0,51,4,12.25,21900.0,21929.5,120.413,43.54483318,147.7794996
220,731,1,0,51,4,12.25,21930.0,21959.5,112.7686669,41.92183332,147.7974996
221,732,1,0,51,4,12.25,21960.0,21989.5,134.4864997,31.38549999,150.2343343
222,733,1,0,51,4,12.25,21990.0,22019.5,179.56316730000003,40.8311669,150.5708326
223,734,1,0,51,4,12.25,22020.0,22049.5,184.6590001,41.45550009,150.592499
224,735,1,0,51,4,12.25,22050.0,22079.5,153.562667,42.32150027,150.4368332
225,736,1,0,51,4,12.25,22080.0,22109.5,126.0888331,32.56700004,150.570167
226,737,1,0,54,4,12.25,22110.0,22139.5,116.706333,33.361,150.6348325
227,738,1,0,54,4,12.25,22140.0,22169.5,126.35100049999998,37.1129998,150.61666619999997
228,739,1,0,53,4,12.25,22170.0,22199.5,128.0325005,37.67000017,150.83533300000002
229,740,1,0,53,4,12.25,22200.0,22229.5,165.58033319999998,42.04450003,150.70566530000002
230,741,1,0,53,4,12.25,22230.0,22259.5,172.6921665,31.09700012,150.7603327
231,742,1,0,53,4,12.25,22260.0,22289.5,201.4471657,38.90583312,150.6139997
232,743,1,0,53,4,12.25,22290.0,22319.5,181.3441673,43.71666686,150.4800003
233,744,1,0,53,4,12.25,22320.0,22349.5,160.3755006,43.06066666,150.4561671
234,745,1,0,58,4,12.25,22350.0,22379.5,141.3166665,30.87754388,150.556491
235,746,1,0,56,4,12.25,22380.0,22409.5,174.5715,32.20433321,150.6546659
236,747,1,0,56,4,12.25,22410.0,22439.5,159.88983330000002,38.22966681,150.5195
237,748,1,0,56,4,12.25,22440.0,22469.5,155.8704999,43.39650008,150.5954999
238,749,1,0,56,4,12.25,22470.0,22499.5,127.83866699999999,41.549167,150.6599991
239,750,1,0,56,4,12.25,22500.0,22529.5,165.1608341,35.48900003,150.5005
240,751,1,0,56,4,12.25,22530.0,22559.5,182.6086662,34.34333321,150.523333
241,752,1,0,56,4,12.25,22560.0,22589.5,191.6079997,39.29483325,150.44133349999998
242,753,1,0,56,4,12.25,22590.0,22619.5,192.4291669,39.04199994,150.51583300000001
243,754,1,0,56,4,12.25,22620.0,22649.5,95.90166613,41.44416656,150.68166680000002
244,755,1,0,56,4,12.25,22650.0,22679.5,82.83833313,38.39150009,150.7450007
245,756,1,0,56,4,12.25,22680.0,22709.5,82.92183317,32.88900002,150.80616709999998
246,757,1,0,56,4,12.25,22710.0,22739.5,64.20233339,40.13049994,150.7195002
247,758,1,0,56,4,12.25,22740.0,22767.0,65.572778,39.43499996,150.65925990000002
248,759,1,0,56,4,12.25,22770.0,22799.5,102.7674997,42.73833326,150.6821668
249,760,1,0,56,4,12.25,22800.0,22829.5,74.87350006,40.34283341,149.5773331
250,761,1,0,56,4,12.25,22830.0,22859.5,82.69366697,39.81516673,144.9843325
251,762,1,0,56,4,12.25,22860.0,22889.5,90.06266658,41.63066667,147.86233269999997
252,763,1,0,56,4,12.25,22890.0,22919.5,107.97283359999999,39.85249977,147.6958331
253,764,1,0,66,4,12.25,22920.0,22949.5,68.24950034,41.91683327,147.92866769999998
254,765,1,0,66,4,12.25,22950.0,22979.5,72.89750017,38.15383317,147.9133344
255,766,1,0,65,4,12.25,22980.0,23009.5,160.9478336,36.30299994,147.7521667
256,767,1,0,65,4,12.25,23010.0,23039.5,100.99034449999999,27.68051751,147.9665506
257,768,1,0,65,4,12.25,23040.0,23069.5,117.78847490000001,24.48762701,147.8025427
258,769,1,0,65,4,12.25,23070.0,23099.5,118.3079659,31.39491523,147.8679652
259,770,1,0,65,4,12.25,23100.0,23129.5,134.1411666,34.84666678,147.8298325
260,771,1,0,65,4,12.25,23130.0,23159.0,142.97181830000002,36.70909094,147.7376362
261,772,1,0,65,4,12.25,23160.0,23189.5,156.5991227,31.19771916,147.87771899999998
262,773,1,0,65,4,12.25,23190.0,23219.5,70.7870005,41.39066652,147.9353322
263,774,1,0,63,4,12.25,23220.0,23249.5,66.09099954,43.09016666,147.922333
264,775,1,0,63,4,12.25,23250.0,23279.5,93.20233326,34.12283328,147.7636673
265,776,1,0,63,4,12.25,23280.0,23309.5,88.57000005,27.06152538,147.8708478
266,777,1,0,33,4,12.25,23310.0,23339.5,123.697333,28.81233333,147.7469996
267,778,1,0,33,4,12.25,23340.0,23369.5,151.4,36.75483344,147.7373334
268,779,1,0,33,4,12.25,23370.0,23399.5,150.4045001,41.04433314,147.70516640000002
269,780,1,0,33,4,12.25,23400.0,23429.5,126.82199969999999,39.09333309,147.7875008
270,781,1,0,33,4,12.25,23430.0,23459.5,122.45366740000001,33.75199998,147.6363342
271,782,1,0,33,4,12.25,23460.0,23489.5,122.3743331,35.77816682,147.7406672
272,783,1,0,71,4,12.25,23490.0,23519.5,51.58699992,44.22766679,147.978832
273,784,1,0,69,4,12.25,23520.0,23549.5,57.50983302,43.47766666,147.990667
274,785,1,0,69,4,12.25,23550.0,23578.5,67.84368361,37.93561393,149.3294745
275,786,1,0,34,4,12.25,23601.0,23609.5,46.38833327,38.55055555,150.8577788
276,787,1,0,34,4,12.25,23610.0,23639.5,63.999667099999996,43.43650004,150.6978335
277,788,1,0,34,4,12.25,23640.0,23669.5,72.06055571,40.253148100000004,150.80981469999998
278,789,1,0,75,4,12.25,23670.0,23699.5,48.22016722,41.26483329,150.89083280000003
279,790,1,0,74,4,12.25,23700.0,23729.5,72.20550022,34.21266683,150.6703326
280,791,1,0,74,4,12.25,23730.0,23759.5,57.10349979,34.55333331,150.79749980000003
281,792,1,0,74,4,12.25,23760.0,23789.5,59.61716665,36.53433348,150.77866719999997
282,793,1,0,74,4,12.25,23790.0,23819.5,59.0361667,35.72649988,150.7493332
283,794,1,0,80,4,12.25,23820.0,23849.5,46.05583363,37.6263333,150.8996671
284,795,1,0,77,4,12.25,23850.0,23879.5,38.49127272,38.30745458,150.9779996
285,796,1,0,76,4,12.25,23880.0,23909.5,58.49833368,29.86466675,150.7563332
286,797,1,0,76,4,12.25,23910.0,23939.5,61.08133335,32.99449994,150.7561666
287,798,1,0,76,4,12.25,23940.0,23969.5,56.03389821,36.71491521,150.7900005
288,799,1,0,76,4,12.25,23970.0,23999.5,53.53466667,34.90216656,148.20149919999997
289,800,1,0,76,4,12.25,24000.0,24029.5,45.94633347,36.12499978,148.0986659
290,801,1,0,76,4,12.25,24030.0,24059.5,53.84050007,39.78016659,147.89733280000002
291,802,1,0,76,4,12.25,24060.0,24089.0,59.682856900000004,39.6008929,147.9785709
292,803,1,0,76,4,12.25,24091.0,24119.5,66.60672438,31.90258608,147.93482790000002
293,804,1,0,76,4,12.25,24120.0,24149.5,54.17499987,35.40133343,147.9469996
294,805,1,0,76,4,12.25,24150.0,24179.5,61.09183331,26.475166700000003,147.97616599999998
295,806,1,0,76,4,12.25,24180.0,24209.5,61.08750019,31.17999999,147.9286659
296,807,1,0,76,4,12.25,24210.0,24239.5,61.68666693,19.08583337,148.0588323
297,808,1,0,76,4,12.25,24240.0,24269.5,58.467999899999995,15.69700006,148.046332
298,809,1,0,76,4,12.25,24270.0,24299.5,57.19150003,18.61300004,148.0028341
299,810,1,0,82,4,12.25,24300.0,24313.5,55.67964336,19.93285724,148.0585714
300,720,2,0,52,9,12.25,21620.5,21629.5,448.3162114,6.430052317,61.24608788
301,721,2,0,52,9,12.25,21630.5,21659.0,279.908045,6.53994192,61.35862753
302,722,2,0,52,9,12.25,21660.0,21689.5,305.07374469999996,9.083320991,61.32774633
303,723,2,0,52,9,12.25,21690.0,21718.0,147.59895600000002,10.77672029,61.29240187
304,724,2,0,52,9,12.25,21731.5,21749.5,302.5724519,6.116176806,61.26654013
305,725,2,0,52,9,12.25,21750.5,21779.5,231.022116,8.590217235,61.23693982
306,726,2,0,52,9,12.25,21780.0,21809.5,238.93875010000002,9.046706416000001,61.25315231
307,727,2,0,52,9,12.25,21810.0,21839.5,149.6915865,10.59805733,61.20729362
308,728,2,0,52,9,12.25,21840.0,21855.5,86.38071167,9.588561773,61.21840453
309,729,2,0,52,9,12.25,21872.5,21899.5,71.96415385,8.494333884,61.20667797
